student_id,age,gender,department,year,semester,attendance_percentage,internal_marks,assignment_score,exam_score,previous_semester_score,cgpa,arrear_count,study_hours,activity_count,certificate_count,technical_activity_count,sports_activity_count,positive_review_count,negative_review_count,discipline_score,teacher_feedback_score,communication_score,teamwork_score,skill_score,academic_progress,performance_category,at_risk
STU2026542,22,Female,Mechanical,II,Sem-4,47,42,43,35,34,4.0,2,13,3,0,2,1,5,2,72,42,50,50,41,Improving,At Risk,1
STU2026543,20,Male,Electronics & Comm,IV,Sem-7,88,92,89,81,79,8.54,0,30,3,0,3,0,6,0,96,91,79,83,79,Improving,Very Good,0
STU2026544,18,Female,Electronics & Comm,I,Sem-1,71,75,72,65,61,6.9,0,23,2,1,1,1,4,0,95,78,79,71,69,Improving,Good,0
STU2026545,19,Female,AIDS,II,Sem-4,70,62,70,54,55,5.72,1,19,0,0,0,0,5,0,100,70,62,59,53,Declining,Average,0
STU2026546,21,Female,AIDS,IV,Sem-8,93,86,87,92,89,8.96,0,27,1,8,1,0,6,0,98,95,91,91,100,Improving,Excellent,0
STU2026547,18,Male,Electrical,II,Sem-3,86,83,85,85,89,8.42,0,24,0,5,0,0,8,0,98,94,82,77,89,Declining,Excellent,0
STU2026548,18,Male,Electronics & Comm,III,Sem-5,47,53,47,43,41,4.7,3,15,4,3,4,0,4,1,86,52,53,50,67,Improving,Needs Improvement,1
STU2026549,22,Male,Mechanical,IV,Sem-7,45,38,40,42,43,4.04,2,16,3,5,3,0,5,3,61,36,50,50,63,Declining,At Risk,1
STU2026550,21,Male,Mechanical,II,Sem-3,72,71,64,70,67,7.04,0,21,10,7,0,10,4,0,98,74,68,77,87,Improving,Very Good,0
STU2026551,19,Male,Mechanical,III,Sem-6,82,79,84,85,78,8.26,0,28,10,6,1,9,6,0,100,88,74,77,95,Improving,Excellent,0
STU2026552,22,Female,Computer Science,I,Sem-1,80,82,74,86,81,8.44,0,26,5,2,2,3,6,0,96,88,79,83,81,Improving,Very Good,0
STU2026553,20,Female,Computer Science,I,Sem-1,80,75,84,75,81,7.5,0,27,2,1,2,0,7,0,95,87,80,75,74,Declining,Very Good,0
STU2026554,21,Female,Mechanical,II,Sem-4,66,61,61,59,53,5.98,3,20,8,7,2,6,3,1,86,57,52,55,83,Improving,Good,0
STU2026555,18,Female,Electrical,II,Sem-4,84,85,91,77,80,8.02,0,27,7,8,6,1,8,0,96,96,78,80,100,Declining,Excellent,0
STU2026556,18,Female,Electrical,II,Sem-4,56,55,64,52,59,5.32,1,18,7,0,4,3,4,4,49,45,56,56,59,Declining,At Risk,1
STU2026557,22,Male,Mechanical,IV,Sem-7,91,95,94,95,93,9.5,0,25,3,0,3,0,8,0,99,100,88,92,84,Improving,Excellent,0
STU2026558,19,Male,Information Technology,I,Sem-2,59,67,67,63,71,6.46,1,22,4,2,4,0,3,1,89,59,63,67,70,Declining,Average,0
STU2026559,20,Male,Information Technology,III,Sem-6,67,69,62,68,71,6.84,0,23,9,6,6,3,4,0,100,69,63,60,96,Declining,Very Good,0
STU2026560,22,Male,Electronics & Comm,III,Sem-5,47,54,43,51,53,5.22,1,20,10,6,2,8,2,4,49,35,55,52,68,Declining,Needs Improvement,1
STU2026561,22,Male,Computer Science,II,Sem-3,64,67,59,63,61,6.46,2,19,3,0,2,1,5,1,87,63,63,64,57,Improving,Average,0
STU2026562,18,Female,AIDS,IV,Sem-8,60,67,66,67,69,6.7,0,17,2,7,2,0,5,2,79,59,59,64,85,Declining,Good,0
STU2026563,21,Female,Electronics & Comm,IV,Sem-8,85,71,71,70,64,7.04,0,27,0,6,0,0,7,0,100,86,71,81,88,Improving,Excellent,0
STU2026564,21,Male,AIDS,III,Sem-6,56,50,55,43,41,4.58,2,15,5,7,3,2,6,1,88,55,51,54,78,Improving,Average,0
STU2026565,20,Female,AIDS,III,Sem-6,92,92,89,82,74,8.6,0,27,0,0,0,0,6,0,100,91,85,82,70,Improving,Very Good,0
STU2026566,19,Female,Information Technology,IV,Sem-7,73,78,65,75,71,7.62,0,25,6,2,3,3,6,0,100,80,69,72,77,Improving,Very Good,0
STU2026567,19,Male,AIDS,II,Sem-3,80,72,73,68,70,6.96,0,22,1,1,0,1,7,0,95,82,69,67,65,Declining,Good,0
STU2026568,22,Male,Mechanical,IV,Sem-7,77,79,82,74,73,7.6,0,27,3,4,1,2,5,0,100,84,78,83,85,Improving,Very Good,0
STU2026569,18,Female,Computer Science,II,Sem-3,78,80,68,66,72,7.16,0,25,1,1,1,0,6,0,99,81,70,68,68,Declining,Good,0
STU2026570,18,Female,Electronics & Comm,II,Sem-4,49,37,50,36,43,4.0,3,13,3,6,3,0,4,4,49,35,50,50,69,Declining,At Risk,1
STU2026571,18,Male,AIDS,I,Sem-1,93,92,83,87,95,8.9,0,31,4,1,1,3,5,0,100,96,82,93,84,Declining,Excellent,0
STU2026572,22,Male,Information Technology,III,Sem-5,84,86,83,85,79,8.54,0,30,2,4,2,0,8,0,98,98,80,86,95,Improving,Excellent,0
STU2026573,22,Female,Electrical,IV,Sem-8,67,74,65,64,61,6.8,0,20,10,4,3,7,4,0,100,70,68,63,80,Improving,Good,0
STU2026574,19,Female,Electrical,IV,Sem-8,70,77,73,64,68,6.92,0,23,3,5,2,1,4,0,100,75,68,65,85,Declining,Very Good,0
STU2026575,22,Female,Mechanical,IV,Sem-8,77,73,75,74,66,7.36,0,20,2,5,2,0,5,0,100,77,70,67,86,Improving,Very Good,0
STU2026576,19,Female,Electronics & Comm,II,Sem-4,45,49,40,45,43,4.66,2,17,5,3,4,1,2,4,51,35,50,50,61,Improving,At Risk,1
STU2026577,19,Male,Mechanical,III,Sem-5,75,69,75,70,72,6.96,0,21,3,0,3,0,7,0,100,79,63,68,67,Declining,Good,0
STU2026578,21,Male,Computer Science,IV,Sem-7,75,71,70,61,62,6.5,1,25,9,0,3,6,6,0,97,79,75,65,68,Declining,Good,0
STU2026579,22,Male,Electronics & Comm,I,Sem-1,72,69,69,63,63,6.54,0,20,5,6,0,5,6,0,100,72,58,65,77,Improving,Very Good,0
STU2026580,20,Female,Electrical,I,Sem-2,87,83,88,81,73,8.18,0,26,1,5,1,0,8,0,98,100,85,84,98,Improving,Excellent,0
STU2026581,19,Female,Mechanical,I,Sem-1,59,46,48,43,44,4.42,1,17,5,6,2,3,4,2,80,49,60,50,74,Declining,Needs Improvement,1
STU2026582,19,Female,Information Technology,IV,Sem-8,78,76,74,80,87,7.84,0,23,5,7,1,4,4,0,99,78,75,80,94,Declining,Excellent,0
STU2026583,18,Female,Mechanical,II,Sem-3,73,77,69,73,65,7.46,0,27,3,7,3,0,7,0,98,86,83,71,100,Improving,Excellent,0
STU2026584,20,Male,Mechanical,III,Sem-6,83,73,72,71,70,7.18,0,24,6,7,6,0,5,0,100,82,74,72,100,Improving,Excellent,0
STU2026585,20,Female,Information Technology,III,Sem-5,45,51,42,43,35,4.62,2,15,4,0,3,1,5,3,63,41,50,50,47,Improving,At Risk,1
STU2026586,18,Female,Electrical,II,Sem-3,61,61,62,51,57,5.5,2,19,1,0,1,0,6,4,50,52,62,58,53,Declining,Needs Improvement,1
STU2026587,21,Male,Mechanical,III,Sem-6,63,70,60,64,59,6.64,0,20,1,0,0,1,6,0,98,75,61,69,56,Improving,Good,0
STU2026588,18,Female,Information Technology,IV,Sem-8,57,64,60,65,63,6.46,1,23,3,5,3,0,5,3,59,54,56,57,79,Improving,Average,0
STU2026589,22,Female,AIDS,III,Sem-5,51,42,45,42,44,4.2,2,15,0,7,0,0,4,1,85,48,50,50,67,Declining,Average,0
STU2026590,19,Male,Mechanical,III,Sem-6,72,77,69,75,70,7.58,0,20,0,4,0,0,5,0,100,76,67,76,75,Improving,Very Good,0
STU2026591,19,Male,Computer Science,III,Sem-6,69,61,63,68,68,6.52,0,20,7,0,6,1,5,0,99,69,66,66,71,Improving,Average,0
STU2026592,22,Female,Computer Science,III,Sem-5,46,53,46,40,43,4.52,2,14,3,6,2,1,3,1,86,45,53,52,68,Declining,Needs Improvement,1
STU2026593,18,Female,AIDS,IV,Sem-7,57,51,55,55,60,5.34,2,17,3,0,3,0,5,1,89,55,61,57,53,Declining,Needs Improvement,1
STU2026594,20,Female,Computer Science,I,Sem-2,87,90,85,96,97,9.36,0,29,8,2,2,6,8,0,99,100,81,94,89,Declining,Excellent,0
STU2026595,20,Male,Electrical,I,Sem-1,57,48,47,59,60,5.46,1,19,5,0,0,5,5,2,76,52,56,61,45,Declining,Needs Improvement,1
STU2026596,22,Male,Computer Science,III,Sem-5,92,92,86,92,91,9.2,0,26,7,5,1,6,8,0,100,100,95,87,100,Improving,Excellent,0
STU2026597,20,Female,Mechanical,III,Sem-5,74,77,71,63,61,6.86,0,22,2,6,2,0,5,0,99,75,70,64,88,Improving,Very Good,0
STU2026598,20,Female,Mechanical,II,Sem-4,90,81,76,75,83,7.74,0,26,5,8,5,0,7,0,100,90,83,81,100,Declining,Excellent,0
STU2026599,21,Female,Electrical,IV,Sem-7,84,94,93,81,77,8.62,0,29,4,3,4,0,7,0,97,97,87,81,98,Improving,Excellent,0
STU2026600,21,Male,Electrical,I,Sem-2,91,84,88,74,68,7.8,0,23,4,1,2,2,5,0,99,88,88,87,79,Improving,Very Good,0
STU2026601,20,Male,Computer Science,I,Sem-1,69,71,74,61,60,6.5,3,24,2,4,2,0,6,0,95,74,74,70,77,Improving,Good,0
STU2026602,19,Male,Computer Science,I,Sem-1,68,73,67,69,67,7.06,0,20,7,0,6,1,7,0,100,81,64,67,78,Improving,Good,0
STU2026603,20,Female,Electrical,II,Sem-3,88,82,90,78,83,7.96,0,25,10,0,1,9,6,0,100,91,82,80,74,Declining,Very Good,0
STU2026604,22,Male,Electrical,IV,Sem-8,49,56,62,55,55,5.54,2,19,1,7,1,0,6,2,71,55,57,56,76,Improving,Average,0
STU2026605,18,Female,Computer Science,III,Sem-5,79,76,80,65,68,6.94,0,22,7,7,2,5,4,0,97,77,76,76,95,Declining,Very Good,0
STU2026606,22,Male,Electronics & Comm,IV,Sem-7,45,46,51,52,48,4.96,2,20,10,4,3,7,3,4,53,35,57,53,65,Improving,At Risk,1
STU2026607,19,Female,Information Technology,III,Sem-6,78,70,64,61,53,6.46,3,21,3,1,3,0,4,0,100,74,77,70,72,Improving,Good,0
STU2026608,19,Male,Computer Science,II,Sem-4,81,87,74,71,71,7.74,0,22,0,1,0,0,7,0,100,89,71,75,71,Improving,Very Good,0
STU2026609,20,Male,AIDS,IV,Sem-8,49,48,44,41,41,4.38,2,16,10,4,1,9,3,2,77,40,50,50,57,Improving,Needs Improvement,1
STU2026610,22,Male,AIDS,I,Sem-1,45,47,40,41,46,4.34,3,16,1,5,1,0,5,2,74,39,50,50,56,Declining,Needs Improvement,1
STU2026611,20,Female,Mechanical,II,Sem-3,67,62,57,54,50,5.72,3,20,1,1,1,0,4,0,95,66,65,57,59,Improving,Average,0
STU2026612,19,Female,Electronics & Comm,IV,Sem-8,48,37,44,34,33,4.0,3,16,8,4,3,5,2,1,92,39,52,50,60,Improving,At Risk,1
STU2026613,18,Male,Electronics & Comm,IV,Sem-8,55,43,46,45,47,4.42,3,14,3,7,0,3,3,3,60,40,56,54,69,Declining,Needs Improvement,1
STU2026614,22,Male,Mechanical,IV,Sem-7,47,47,47,58,66,5.36,1,20,5,6,3,2,5,2,71,52,50,50,77,Declining,Average,0
STU2026615,19,Female,AIDS,I,Sem-2,47,40,40,44,49,4.24,3,13,1,7,0,1,4,3,62,35,50,50,62,Declining,Needs Improvement,1
STU2026616,18,Male,Information Technology,I,Sem-1,56,56,44,41,40,4.7,1,15,0,2,0,0,4,3,59,43,55,51,50,Improving,At Risk,1
STU2026617,22,Male,Electronics & Comm,II,Sem-4,60,68,59,57,57,6.14,3,19,7,5,6,1,5,0,100,70,66,64,92,Improving,Good,0
STU2026618,22,Female,AIDS,II,Sem-4,58,57,51,47,50,5.1,2,21,9,7,2,7,3,2,73,50,56,55,80,Declining,Average,0
STU2026619,22,Male,Computer Science,III,Sem-5,45,44,47,44,39,4.4,1,15,0,4,0,0,5,3,60,35,50,50,49,Improving,Needs Improvement,1
STU2026620,22,Female,Electrical,I,Sem-2,54,56,58,61,58,5.9,3,20,8,0,5,3,5,1,91,62,63,54,64,Improving,Needs Improvement,1
STU2026621,22,Female,Electronics & Comm,II,Sem-3,64,59,62,60,53,5.96,1,20,6,4,6,0,6,4,56,49,58,54,81,Improving,Average,0
STU2026622,21,Female,AIDS,II,Sem-3,88,94,88,80,79,8.56,0,31,8,4,2,6,8,0,95,99,86,86,96,Improving,Excellent,0
STU2026623,20,Female,AIDS,I,Sem-1,59,53,56,50,56,5.12,2,16,7,0,3,4,3,3,66,46,55,56,55,Declining,At Risk,1
STU2026624,18,Male,Electronics & Comm,III,Sem-5,61,68,63,60,67,6.32,1,19,10,2,1,9,3,0,98,64,58,67,63,Declining,Average,0
STU2026625,18,Male,AIDS,IV,Sem-8,45,37,40,38,38,4.0,1,17,5,8,5,0,2,2,76,35,50,50,80,Improving,Needs Improvement,1
STU2026626,22,Female,Computer Science,I,Sem-1,52,48,55,41,46,4.38,2,15,0,5,0,0,5,3,65,44,55,52,61,Declining,Needs Improvement,1
STU2026627,20,Male,Information Technology,III,Sem-5,50,62,47,47,45,5.3,2,20,8,5,1,7,6,1,93,59,52,56,68,Improving,Average,0
STU2026628,18,Male,Information Technology,IV,Sem-7,89,90,78,90,98,9.0,0,28,7,5,2,5,6,0,100,92,84,81,97,Declining,Excellent,0
STU2026629,20,Male,Electronics & Comm,II,Sem-4,51,60,55,59,64,5.94,2,16,5,8,4,1,3,3,69,46,64,60,90,Declining,Average,0
STU2026630,19,Female,Electrical,II,Sem-3,88,95,94,83,83,8.78,0,31,4,5,2,2,5,0,96,94,92,88,100,Improving,Excellent,0
STU2026631,22,Male,Mechanical,IV,Sem-7,91,81,84,81,86,8.1,0,27,8,7,5,3,5,0,97,92,79,87,100,Declining,Excellent,0
STU2026632,18,Male,Computer Science,II,Sem-4,89,83,92,85,86,8.42,0,25,5,5,4,1,5,0,95,93,80,92,100,Declining,Excellent,0
STU2026633,20,Female,Electrical,IV,Sem-8,55,58,51,49,57,5.26,1,17,0,5,0,0,6,4,52,47,62,51,65,Declining,Needs Improvement,1
STU2026634,22,Female,Computer Science,II,Sem-4,60,68,71,64,66,6.56,0,22,5,2,1,4,4,0,98,69,71,68,65,Declining,Good,0
STU2026635,20,Female,Computer Science,III,Sem-6,45,45,55,51,50,4.86,1,16,4,1,1,3,4,2,72,44,50,51,46,Improving,At Risk,1
STU2026636,22,Male,Computer Science,I,Sem-1,45,45,40,39,37,4.14,2,16,6,7,4,2,3,4,51,35,50,50,72,Improving,At Risk,1
STU2026637,18,Female,Electrical,IV,Sem-8,45,40,40,44,38,4.24,3,19,3,1,2,1,3,3,63,35,52,50,46,Improving,At Risk,1
STU2026638,22,Male,AIDS,III,Sem-5,68,67,64,58,51,6.16,3,23,0,3,0,0,6,0,98,70,61,61,64,Improving,Good,0
STU2026639,21,Male,Electrical,II,Sem-4,51,57,48,60,58,5.88,1,19,1,7,1,0,4,2,71,50,60,60,76,Improving,Average,0
STU2026640,20,Female,AIDS,II,Sem-4,70,60,66,62,63,6.12,3,22,7,6,4,3,6,0,100,73,72,63,90,Declining,Very Good,0
STU2026641,18,Male,Computer Science,III,Sem-6,93,88,96,85,82,8.62,0,29,5,1,2,3,8,0,97,100,96,96,86,Improving,Excellent,0
STU2026642,21,Female,AIDS,II,Sem-3,56,51,60,45,47,4.74,2,21,5,6,3,2,6,4,53,47,56,50,78,Declining,Needs Improvement,1
STU2026643,20,Female,AIDS,II,Sem-4,68,71,79,76,75,7.4,0,25,2,8,1,1,4,0,100,77,75,69,96,Improving,Very Good,0
STU2026644,22,Male,AIDS,I,Sem-2,48,41,47,35,30,4.0,3,14,5,8,1,4,3,4,50,35,50,51,71,Improving,At Risk,1
STU2026645,19,Female,Electronics & Comm,IV,Sem-7,67,62,62,59,67,6.02,1,24,6,7,0,6,5,0,99,74,70,63,85,Declining,Very Good,0
STU2026646,19,Male,Computer Science,III,Sem-5,85,86,87,77,77,8.06,0,29,1,1,0,1,8,0,95,94,74,87,73,Improving,Very Good,0
STU2026647,22,Male,Computer Science,IV,Sem-7,93,81,86,87,95,8.46,0,29,0,4,0,0,8,0,98,95,77,81,86,Declining,Excellent,0
STU2026648,22,Female,Electrical,III,Sem-6,45,45,44,48,49,4.68,3,17,8,3,3,5,2,4,53,35,50,51,57,Declining,At Risk,1
STU2026649,22,Male,Electrical,II,Sem-3,58,60,64,65,60,6.3,3,19,5,2,5,0,3,1,91,58,58,58,73,Improving,Average,0
STU2026650,21,Male,Computer Science,II,Sem-4,74,73,71,63,70,6.7,0,22,6,4,5,1,6,0,97,80,65,71,91,Declining,Very Good,0
STU2026651,22,Female,Computer Science,III,Sem-5,87,80,87,80,79,8.0,0,24,7,7,4,3,5,0,96,85,84,84,100,Improving,Excellent,0
STU2026652,18,Female,Information Technology,I,Sem-1,63,62,65,71,66,6.74,0,19,6,7,1,5,7,0,97,77,72,67,87,Improving,Very Good,0
STU2026653,18,Female,Computer Science,IV,Sem-8,83,75,80,79,76,7.74,0,23,4,8,4,0,5,0,100,83,80,79,100,Improving,Excellent,0
STU2026654,22,Female,Electrical,IV,Sem-7,97,94,85,85,93,8.86,0,30,7,0,2,5,8,0,97,100,84,89,81,Declining,Excellent,0
STU2026655,18,Male,Electronics & Comm,II,Sem-3,80,77,78,70,63,7.28,0,26,7,2,0,7,6,0,100,84,75,75,72,Improving,Very Good,0
STU2026656,18,Male,Electronics & Comm,III,Sem-6,69,69,74,68,66,6.84,0,20,9,2,0,9,5,0,99,76,67,69,67,Improving,Good,0
STU2026657,22,Male,Information Technology,IV,Sem-8,78,72,70,75,73,7.38,0,21,0,3,0,0,4,0,100,74,66,66,70,Improving,Very Good,0
STU2026658,19,Female,Computer Science,III,Sem-5,83,83,93,91,98,8.78,0,26,4,8,4,0,5,0,98,92,90,86,100,Declining,Excellent,0
STU2026659,21,Female,Electronics & Comm,III,Sem-6,71,74,66,62,62,6.68,0,24,2,6,2,0,7,0,100,77,68,72,86,Improving,Very Good,0
STU2026660,18,Female,AIDS,III,Sem-5,45,46,47,40,45,4.24,1,16,8,3,3,5,4,2,71,37,50,50,54,Declining,At Risk,1
STU2026661,20,Male,Computer Science,III,Sem-6,45,51,44,49,41,4.98,3,15,0,4,0,0,5,4,47,35,50,50,52,Improving,Needs Improvement,1
STU2026662,18,Male,AIDS,IV,Sem-8,67,70,60,56,59,6.16,1,23,2,2,2,0,5,0,96,71,71,61,68,Declining,Good,0
STU2026663,18,Female,AIDS,I,Sem-2,45,41,43,33,35,4.0,3,19,5,2,4,1,4,1,93,45,50,50,56,Declining,At Risk,1
STU2026664,18,Male,Information Technology,II,Sem-4,45,36,44,39,47,4.0,2,14,10,0,2,8,4,3,60,36,50,50,41,Declining,At Risk,1
STU2026665,22,Male,Mechanical,IV,Sem-7,45,40,40,39,41,4.0,3,18,0,2,0,0,2,2,81,38,50,50,45,Declining,At Risk,1
STU2026666,18,Male,Electronics & Comm,II,Sem-3,56,60,57,50,50,5.4,1,20,5,6,1,4,4,3,62,48,54,55,73,Improving,Average,0
STU2026667,20,Female,Electronics & Comm,I,Sem-2,57,56,64,53,46,5.42,3,20,2,8,2,0,4,4,52,46,60,56,86,Improving,Average,0
STU2026668,20,Female,Computer Science,II,Sem-4,48,44,46,56,53,5.12,2,16,7,5,2,5,6,1,88,55,50,56,68,Improving,Average,0
STU2026669,20,Male,Information Technology,IV,Sem-8,61,64,52,52,55,5.68,2,17,7,8,1,6,3,4,56,43,64,61,82,Declining,Average,0
STU2026670,22,Female,AIDS,IV,Sem-8,84,88,87,84,91,8.56,0,29,6,4,0,6,6,0,100,91,78,83,86,Declining,Excellent,0
STU2026671,21,Female,Mechanical,IV,Sem-7,45,55,49,53,51,5.38,3,20,2,2,2,0,4,1,84,48,51,55,53,Improving,Needs Improvement,1
STU2026672,19,Female,Electrical,IV,Sem-7,68,59,62,59,60,5.9,2,18,2,3,2,0,5,0,100,70,58,69,71,Declining,Good,0
STU2026673,19,Male,AIDS,III,Sem-5,64,59,72,66,64,6.32,2,23,6,7,5,1,5,0,96,70,69,61,97,Improving,Very Good,0
STU2026674,20,Male,Electrical,III,Sem-6,90,90,88,86,80,8.76,0,25,7,0,1,6,6,0,98,90,85,82,73,Improving,Excellent,0
STU2026675,20,Male,Mechanical,IV,Sem-7,71,74,72,65,63,6.86,0,23,6,1,2,4,7,0,100,83,70,74,71,Improving,Good,0
STU2026676,19,Female,Electronics & Comm,IV,Sem-8,45,35,40,42,50,4.0,1,15,1,5,1,0,2,4,47,35,50,50,56,Declining,At Risk,1
STU2026677,19,Female,AIDS,IV,Sem-7,70,64,70,56,57,5.92,2,21,10,1,4,6,7,0,100,75,68,72,70,Declining,Good,0
STU2026678,21,Female,Mechanical,III,Sem-5,83,83,85,74,70,7.76,0,23,5,4,1,4,8,0,100,93,73,82,87,Improving,Excellent,0
STU2026679,20,Male,Computer Science,IV,Sem-8,62,62,62,56,61,5.84,2,22,4,0,4,0,5,2,75,57,63,59,61,Declining,Needs Improvement,1
STU2026680,18,Female,Electronics & Comm,III,Sem-5,71,75,64,73,72,7.38,0,21,1,8,0,1,5,0,97,77,78,71,91,Improving,Excellent,0
STU2026681,20,Female,Electrical,II,Sem-4,45,39,40,34,30,4.0,2,16,1,5,1,0,4,4,53,35,50,50,56,Improving,At Risk,1
STU2026682,20,Male,Electrical,I,Sem-1,69,72,69,61,64,6.54,0,24,7,3,6,1,7,0,99,79,67,68,88,Declining,Good,0
STU2026683,22,Male,Mechanical,IV,Sem-7,75,69,80,72,64,7.08,0,27,6,2,2,4,6,0,100,83,77,70,77,Improving,Good,0
STU2026684,19,Male,Computer Science,III,Sem-5,45,46,49,44,46,4.48,3,15,7,8,0,7,4,3,64,35,50,50,66,Declining,Needs Improvement,1
STU2026685,19,Female,AIDS,IV,Sem-7,64,71,72,66,70,6.8,0,19,10,1,5,5,7,0,100,77,71,63,75,Declining,Good,0
STU2026686,19,Female,Electronics & Comm,III,Sem-6,65,56,59,58,61,5.72,3,21,6,0,6,0,5,0,100,69,71,61,70,Declining,Average,0
STU2026687,21,Male,Electrical,I,Sem-1,57,54,61,55,52,5.46,3,20,8,6,2,6,4,4,56,48,61,60,80,Improving,Needs Improvement,1
STU2026688,20,Male,AIDS,III,Sem-6,51,51,57,49,55,4.98,1,21,2,6,2,0,3,3,66,41,50,56,72,Declining,Needs Improvement,1
STU2026689,18,Female,Mechanical,IV,Sem-8,65,54,60,55,63,5.46,1,21,9,6,0,9,5,2,73,59,69,66,75,Declining,Average,0
STU2026690,18,Female,Computer Science,IV,Sem-7,83,85,88,82,79,8.32,0,27,3,5,1,2,7,0,96,94,75,81,94,Improving,Excellent,0
STU2026691,22,Female,Electrical,II,Sem-4,100,88,98,99,94,9.46,0,32,9,5,6,3,6,0,98,99,96,96,100,Improving,Excellent,0
STU2026692,18,Male,AIDS,I,Sem-2,89,92,90,78,83,8.36,0,26,8,1,5,3,5,0,100,91,91,90,91,Declining,Very Good,0
STU2026693,18,Female,Electrical,I,Sem-2,63,64,67,63,58,6.34,1,18,4,1,4,0,4,3,65,52,63,57,66,Improving,Needs Improvement,1
STU2026694,19,Female,Information Technology,III,Sem-5,62,51,63,61,60,5.7,2,18,4,7,2,2,6,3,68,53,58,61,81,Improving,Average,0
STU2026695,18,Male,Information Technology,III,Sem-5,49,53,54,49,50,5.06,3,16,9,4,3,6,6,3,61,47,50,50,67,Declining,Needs Improvement,1
STU2026696,22,Female,Electrical,III,Sem-5,45,42,42,33,30,4.0,2,14,8,8,3,5,5,2,76,39,50,50,74,Improving,Needs Improvement,1
STU2026697,22,Female,Mechanical,III,Sem-6,89,89,82,92,99,9.08,0,25,7,6,0,7,5,0,100,91,83,83,96,Declining,Excellent,0
STU2026698,19,Male,Information Technology,III,Sem-5,74,74,80,64,72,6.8,0,22,3,5,3,0,4,0,100,77,69,73,91,Declining,Very Good,0
STU2026699,22,Male,Electronics & Comm,I,Sem-1,65,59,62,61,58,6.02,3,23,3,3,3,0,6,0,97,71,57,66,73,Improving,Good,0
STU2026700,20,Female,Computer Science,II,Sem-3,86,89,89,79,77,8.3,0,26,3,7,3,0,5,0,100,93,79,86,100,Improving,Excellent,0
STU2026701,18,Male,Electrical,I,Sem-2,45,37,42,48,49,4.36,3,13,9,6,6,3,2,4,57,35,50,50,77,Declining,At Risk,1
STU2026702,22,Female,Computer Science,III,Sem-6,73,75,68,71,79,7.26,0,23,8,4,5,3,6,0,99,79,70,70,90,Declining,Very Good,0
STU2026703,20,Female,AIDS,IV,Sem-7,90,92,83,92,100,9.2,0,29,7,2,1,6,5,0,100,97,91,86,88,Declining,Excellent,0
STU2026704,21,Female,AIDS,II,Sem-3,89,77,79,80,88,7.88,0,25,5,8,3,2,5,0,100,86,81,83,100,Declining,Excellent,0
STU2026705,19,Male,Electronics & Comm,II,Sem-3,88,76,77,76,78,7.6,0,27,7,6,6,1,7,0,98,90,79,81,100,Declining,Excellent,0
STU2026706,20,Female,Information Technology,III,Sem-6,87,83,80,82,83,8.24,0,25,9,6,6,3,7,0,95,87,81,72,100,Declining,Excellent,0
STU2026707,21,Female,AIDS,II,Sem-4,76,87,78,77,77,8.1,0,25,5,0,2,3,8,0,100,92,81,82,73,Improving,Very Good,0
STU2026708,22,Male,Information Technology,IV,Sem-8,45,39,47,49,56,4.5,1,19,10,6,5,5,5,2,75,43,51,50,75,Declining,Needs Improvement,1
STU2026709,18,Male,AIDS,III,Sem-6,70,75,69,61,68,6.66,0,20,1,5,1,0,7,0,97,78,64,71,79,Declining,Very Good,0
STU2026710,20,Male,Mechanical,I,Sem-2,55,53,52,58,59,5.6,3,15,2,1,2,0,5,3,66,46,52,50,53,Declining,Needs Improvement,1
STU2026711,20,Female,Information Technology,IV,Sem-8,61,61,57,54,46,5.68,1,16,10,6,3,7,6,4,47,49,51,60,80,Improving,Average,0
STU2026712,20,Male,Mechanical,IV,Sem-7,100,96,93,96,97,9.6,0,29,5,1,5,0,5,0,100,96,83,92,95,Declining,Excellent,0
STU2026713,18,Male,Mechanical,I,Sem-2,70,77,66,75,75,7.58,0,23,7,2,5,2,6,0,96,79,69,76,83,Improving,Very Good,0
STU2026714,22,Female,Electrical,IV,Sem-7,59,54,65,50,42,5.16,1,19,6,2,2,4,4,3,67,52,67,65,64,Improving,Needs Improvement,1
STU2026715,19,Female,AIDS,II,Sem-3,79,78,78,74,66,7.56,0,27,9,0,6,3,6,0,100,88,83,75,85,Improving,Very Good,0
STU2026716,20,Female,Information Technology,II,Sem-3,55,52,54,51,54,5.14,1,17,7,1,6,1,6,1,90,59,54,56,68,Declining,Needs Improvement,1
STU2026717,18,Female,Electrical,IV,Sem-7,49,52,45,41,38,4.54,3,18,8,1,1,7,4,1,90,50,55,56,48,Improving,Needs Improvement,1
STU2026718,20,Female,Information Technology,II,Sem-3,83,83,82,88,83,8.6,0,26,0,0,0,0,8,0,100,93,76,81,69,Improving,Excellent,0
STU2026719,20,Female,Computer Science,IV,Sem-8,56,45,56,56,48,5.16,2,20,10,5,0,10,4,2,73,47,50,50,62,Improving,Average,0
STU2026720,22,Male,Information Technology,IV,Sem-7,47,38,44,42,47,4.04,1,15,2,2,2,0,3,2,76,37,50,50,48,Declining,At Risk,1
STU2026721,19,Male,Electrical,II,Sem-4,60,68,61,60,52,6.32,1,19,0,7,0,0,4,4,47,49,65,67,78,Improving,Average,0
STU2026722,22,Male,Information Technology,I,Sem-1,55,52,63,49,44,5.02,2,20,6,8,3,3,4,1,87,58,66,59,89,Improving,Average,0
